panel,multipole,curve,x_alaee,y_norm,source,page
a,ED,mie,0.2786706052075435,0.3170297318276596,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2809234803952908,0.3379138797934331,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2819878916820273,0.3581814032549353,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.28420808473525094,0.3581814032549353,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2863891190114385,0.3791900075426753,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.287453530298175,0.4000760412102977,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.289680249814238,0.4000760412102977,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.29185480744791326,0.420219108349837,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2929779569002038,0.44135216895953633,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.29515241489322497,0.4626078001893532,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2973269725269003,0.4825038403868156,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.2984631749048695,0.4825038403868156,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.30064420918105705,0.5037613573184814,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3028187668147324,0.5248925322263318,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3039353399838566,0.5447904581256431,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3061098976175318,0.5659216330334971,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3072199941441436,0.5870546936431964,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.30940102842033124,0.6071977607827357,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.31157548641335253,0.6282063650704757,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3126855829399643,0.649339425680175,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3148731934993183,0.6693599221996003,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3171195920445533,0.6904910971074543,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.31815127137643906,0.7116241577171536,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.32040414656418637,0.731520197914616,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.322585180840374,0.7527777148462818,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3236496419474375,0.7737863191340182,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.32586983500066113,0.7939293862735575,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3280508692768488,0.8150624468832603,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.32916744244597285,0.8360710511709968,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3313420000796482,0.8562141183105361,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.33352303435583575,0.8986028101500558,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.334639707165614,0.9183762797274007,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3368337943674803,0.9395093403371035,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.33900825236050147,0.9607649715669204,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3401249251702797,0.9806610117643793,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3422993831633009,1.0228026766618186,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3434160559730791,1.0429457438013614,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.347771647882942,1.0850874086987972,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3488882210520662,1.1262390801260764,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.35106277868574143,1.1473721407357793,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3533090775903225,1.167392637255201,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.35435390948854084,1.209656872772758,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.35652836748156214,1.229801825614146,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.35878124266930944,1.2509330005219965,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3598457037763729,1.2919621013291618,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.36207237347210897,1.313095161938861,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3642469311057842,1.334350793168678,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.36531129257219364,1.3752573233557257,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3675380619085836,1.3965129545855426,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3697125199016049,1.416408994783005,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3697125199016049,1.416407109081156,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.37082919271138304,1.4587958009206723,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.37300365070440433,1.4786918411181347,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3751782083380796,1.520956076635688,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3763208873585612,1.5411010294770762,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3784954449922364,1.5621096337648162,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3796055415188483,1.6033857615140548,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.38178657579503583,1.6243943658017947,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3839611334287112,1.6656704935510334,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.38507770659783525,1.6868035541607362,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3872587408740229,1.706577023738081,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.38943329850769814,1.748841259255638,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.39054339503431,1.7689843263951772,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.39272442931049767,1.7899929306829137,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.394977304498245,1.831022031490079,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3960089838301307,1.8521550920997782,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.3982684353010444,1.8934312198490186,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4004428932940657,1.9144398241367568,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.40150735440112917,1.935572884746458,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4037275474543528,1.9767245561737372,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.40590858173054034,1.9978576167834365,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4070186782571522,2.0180006839229776,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.40919323589082746,2.060142348820417,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4113742701670151,2.080162845339842,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4146654009698145,2.142447577376821,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.41580817963095007,2.163703208606636,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.41798263762397136,2.184836269216337,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4201636719001589,2.2258653700235005,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4212737684267708,2.2471210012533174,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.423448326060446,2.266894470830664,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4256293603366337,2.2880265885894406,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.42673945686324544,2.329302716338681,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.42891391485626673,2.3503113206264192,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4311472604758231,2.371567894707159,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4322116219422325,2.3915874483756596,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.43438617957590786,2.433729113273099,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4366389551230011,2.4538731232635627,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
a,ED,mie,0.4376773103787073,2.474881727551301,C:\Users\27370\Desktop\project\optics_agent\papers\mie-f\01-主论文\Alaee_2018_An_Electromagnetic_Multipole_Expansion_Beyond_the_Long-Wavelength_Approximation.pdf,4
